timestamp,rssi,temperature,voltage,read_rate,uptime,failed
2024-01-01 04:45:00,-71,29,3.32,71,3660,0
2024-01-01 04:50:00,-68,40,3.35,95,3720,0
2024-01-01 04:55:00,-65,30,2.67,138,3780,1
2024-01-01 05:00:00,-72,38,3.19,80,3840,0
2024-01-01 05:05:00,-70,39,2.99,70,3900,0
2024-01-01 05:10:00,-75,42,2.95,87,3960,0
2024-01-01 05:15:00,-75,46,3.21,101,4020,0
2024-01-01 05:20:00,-65,31,2.75,68,4080,1
2024-01-01 05:25:00,-63,37,2.75,59,4140,1
2024-01-01 05:30:00,-70,36,3.23,95,4200,0
2024-01-01 05:35:00,-64,40,3.2,125,4260,0
2024-01-01 05:40:00,-68,39,3.13,132,4320,0
2024-01-01 05:45:00,-73,36,2.92,115,4380,0
2024-01-01 05:50:00,-68,35,3.25,128,4440,0
2024-01-01 05:55:00,-62,32,3.24,87,4500,0
2024-01-01 06:00:00,-70,42,3.12,111,4560,0
2024-01-01 06:05:00,-62,40,2.86,121,4620,1
2024-01-01 06:10:00,-83,42,3.01,95,4680,0
2024-01-01 06:15:00,-65,36,3.27,84,4740,0
2024-01-01 06:20:00,-69,34,3.37,92,4800,0
2024-01-01 06:25:00,-71,32,3.03,79,4860,0
2024-01-01 06:30:00,-69,39,3.05,122,4920,0
2024-01-01 06:35:00,-79,32,3.07,112,4980,0
2024-01-01 06:40:00,-71,47,3.15,79,5040,1
2024-01-01 06:45:00,-68,31,2.98,132,5100,0
2024-01-01 06:50:00,-62,39,2.52,78,5160,1
2024-01-01 06:55:00,-72,45,3.34,115,5220,0
2024-01-01 07:00:00,-74,40,3.46,141,5280,0
2024-01-01 07:05:00,-72,38,2.98,121,5340,0
2024-01-01 07:10:00,-65,33,2.89,138,5400,0
2024-01-01 07:15:00,-68,31,3.07,123,5460,0
2024-01-01 07:20:00,-72,41,3.06,71,5520,0
2024-01-01 07:25:00,-67,45,3.3,84,5580,0
2024-01-01 07:30:00,-69,35,3.11,91,5640,0
2024-01-01 07:35:00,-65,32,2.94,73,5700,0
2024-01-01 07:40:00,-73,25,2.84,75,5760,0
2024-01-01 07:45:00,-71,33,3.27,80,5820,0
2024-01-01 07:50:00,-71,37,3.22,136,5880,0
2024-01-01 07:55:00,-77,45,3.31,51,5940,0
2024-01-01 08:00:00,-68,41,2.91,88,6000,0
2024-01-01 08:05:00,-68,39,3.47,146,6060,0
2024-01-01 08:10:00,-69,35,2.75,137,6120,0
2024-01-01 08:15:00,-71,35,3.24,61,6180,0
2024-01-01 08:20:00,-77,45,2.72,122,6240,1
2024-01-01 08:25:00,-72,39,2.94,93,6300,0
2024-01-01 08:30:00,-71,27,3.41,92,6360,0
2024-01-01 08:35:00,-74,34,3.27,116,6420,0
2024-01-01 08:40:00,-70,33,2.99,136,6480,0
2024-01-01 08:45:00,-67,35,3.0,137,6540,0
2024-01-01 08:50:00,-60,40,3.12,146,6600,0
2024-01-01 08:55:00,-69,37,3.2,143,6660,0
2024-01-01 09:00:00,-68,37,3.35,87,6720,0
2024-01-01 09:05:00,-70,44,3.01,115,6780,0
2024-01-01 09:10:00,-79,34,2.78,89,6840,1
2024-01-01 09:15:00,-70,47,3.13,71,6900,0
2024-01-01 09:20:00,-69,34,3.01,124,6960,0
2024-01-01 09:25:00,-57,38,2.84,112,7020,0
2024-01-01 09:30:00,-70,36,3.16,108,7080,0
2024-01-01 09:35:00,-68,38,3.06,125,7140,0
2024-01-01 09:40:00,-70,40,3.16,68,7200,0
2024-01-01 09:45:00,-75,40,2.92,69,7260,0
2024-01-01 09:50:00,-64,34,3.2,122,7320,0
2024-01-01 09:55:00,-66,32,2.84,92,7380,0
2024-01-01 10:00:00,-66,50,2.93,107,7440,1
2024-01-01 10:05:00,-74,35,3.05,131,7500,0
2024-01-01 10:10:00,-62,41,3.45,103,7560,0
2024-01-01 10:15:00,-77,29,3.26,131,7620,1
2024-01-01 10:20:00,-67,36,3.32,89,7680,0
2024-01-01 10:25:00,-59,37,3.38,149,7740,0
2024-01-01 10:30:00,-74,40,3.82,76,7800,0
2024-01-01 10:35:00,-72,24,3.11,62,7860,0
2024-01-01 10:40:00,-69,38,3.38,96,7920,0
2024-01-01 10:45:00,-72,32,3.3,121,7980,0
2024-01-01 10:50:00,-77,39,3.3,72,8040,0
2024-01-01 10:55:00,-69,32,3.45,108,8100,0
2024-01-01 11:00:00,-75,33,3.02,126,8160,0
2024-01-01 11:05:00,-67,36,3.0,56,8220,0
2024-01-01 11:10:00,-74,32,3.16,99,8280,0
2024-01-01 11:15:00,-62,35,3.06,115,8340,0
2024-01-01 11:20:00,-73,32,3.16,52,8400,0
2024-01-01 11:25:00,-71,28,3.41,88,8460,0
2024-01-01 11:30:00,-65,43,3.0,136,8520,0
2024-01-01 11:35:00,-76,31,3.04,56,8580,0
2024-01-01 11:40:00,-68,37,3.13,117,8640,0
2024-01-01 11:45:00,-63,41,3.05,104,8700,0
2024-01-01 11:50:00,-78,34,2.72,57,8760,1
2024-01-01 11:55:00,-69,33,2.98,81,8820,0
2024-01-01 12:00:00,-68,39,3.24,68,8880,0
2024-01-01 12:05:00,-66,43,3.39,61,8940,0
2024-01-01 12:10:00,-76,32,2.87,106,9000,0
2024-01-01 12:15:00,-76,37,2.87,59,9060,1
2024-01-01 12:20:00,-67,29,3.11,127,9120,0
2024-01-01 12:25:00,-68,36,2.68,140,9180,0
2024-01-01 12:30:00,-68,38,3.01,70,9240,0
2024-01-01 12:35:00,-68,33,2.75,69,9300,1
2024-01-01 12:40:00,-73,35,3.37,53,9360,0
2024-01-01 12:45:00,-68,30,2.95,68,9420,0
2024-01-01 12:50:00,-68,38,3.43,78,9480,0
2024-01-01 12:55:00,-73,43,3.32,120,9540,0
2024-01-01 13:00:00,-60,32,2.97,113,9600,0
2024-01-01 13:05:00,-67,34,2.89,146,9660,0
2024-01-01 13:10:00,-75,40,3.06,121,9720,0
2024-01-01 13:15:00,-66,44,3.08,60,9780,0
2024-01-01 13:20:00,-74,30,3.17,82,9840,0
2024-01-01 13:25:00,-66,37,2.94,74,9900,0
2024-01-01 13:30:00,-64,39,3.25,82,9960,0
2024-01-01 13:35:00,-74,37,3.15,149,10020,0
2024-01-01 13:40:00,-65,25,3.03,75,10080,0
2024-01-01 13:45:00,-67,40,2.96,85,10140,0
2024-01-01 13:50:00,-65,45,3.06,60,10200,0
2024-01-01 13:55:00,-60,38,2.94,79,10260,0
2024-01-01 14:00:00,-71,32,3.11,106,10320,0
2024-01-01 14:05:00,-73,35,3.12,146,10380,0
2024-01-01 14:10:00,-74,46,3.15,59,10440,0
2024-01-01 14:15:00,-74,42,3.45,142,10500,0
2024-01-01 14:20:00,-70,41,3.07,74,10560,0
2024-01-01 14:25:00,-68,39,3.3,145,10620,0
2024-01-01 14:30:00,-68,34,3.15,117,10680,0
2024-01-01 14:35:00,-65,36,3.05,106,10740,0
2024-01-01 14:40:00,-69,37,3.08,83,10800,0
2024-01-01 14:45:00,-62,40,3.09,135,10860,0
2024-01-01 14:50:00,-71,45,3.16,126,10920,0
2024-01-01 14:55:00,-56,43,2.91,103,10980,0
2024-01-01 15:00:00,-66,30,2.81,100,11040,0
2024-01-01 15:05:00,-74,39,3.23,149,11100,0
2024-01-01 15:10:00,-75,41,3.28,55,11160,0
2024-01-01 15:15:00,-67,41,3.25,108,11220,0
2024-01-01 15:20:00,-71,34,3.13,103,11280,0
2024-01-01 15:25:00,-66,52,3.25,66,11340,0
2024-01-01 15:30:00,-67,31,3.24,75,11400,0
2024-01-01 15:35:00,-70,32,3.26,137,11460,0
2024-01-01 15:40:00,-74,39,2.93,58,11520,0
2024-01-01 15:45:00,-77,48,2.88,51,11580,1
2024-01-01 15:50:00,-72,33,3.02,69,11640,0
2024-01-01 15:55:00,-65,36,3.1,140,11700,0
2024-01-01 16:00:00,-68,43,3.05,55,11760,0
2024-01-01 16:05:00,-76,37,2.72,140,11820,1
2024-01-01 16:10:00,-69,36,3.44,137,11880,0
2024-01-01 16:15:00,-68,40,3.05,128,11940,0
2024-01-01 16:20:00,-74,39,3.13,104,12000,0
2024-01-01 16:25:00,-69,43,3.35,97,12060,0
2024-01-01 16:30:00,-69,44,2.63,107,12120,0
2024-01-01 16:35:00,-75,39,3.0,146,12180,0
2024-01-01 16:40:00,-68,39,3.02,91,12240,0
2024-01-01 16:45:00,-67,39,3.03,123,12300,0
2024-01-01 16:50:00,-64,40,3.07,70,12360,0
2024-01-01 16:55:00,-64,38,3.39,55,12420,0
2024-01-01 17:00:00,-76,37,3.23,79,12480,0
2024-01-01 17:05:00,-74,43,3.29,72,12540,0
2024-01-01 17:10:00,-67,45,3.11,85,12600,0
2024-01-01 17:15:00,-67,30,2.82,52,12660,0
2024-01-01 17:20:00,-67,38,2.68,139,12720,1
2024-01-01 17:25:00,-50,34,2.79,83,12780,1
2024-01-01 17:30:00,-67,36,3.17,79,12840,0
2024-01-01 17:35:00,-64,40,3.11,131,12900,0
2024-01-01 17:40:00,-65,41,3.06,130,12960,0
2024-01-01 17:45:00,-66,37,3.03,91,13020,0
2024-01-01 17:50:00,-71,28,3.5,70,13080,0
2024-01-01 17:55:00,-66,33,2.94,137,13140,0
2024-01-01 18:00:00,-73,42,3.29,53,13200,0
2024-01-01 18:05:00,-71,24,3.1,98,13260,0
2024-01-01 18:10:00,-72,43,3.09,97,13320,0
2024-01-01 18:15:00,-69,40,3.34,138,13380,0
2024-01-01 18:20:00,-58,44,3.39,100,13440,0
2024-01-01 18:25:00,-79,37,3.05,73,13500,1
2024-01-01 18:30:00,-66,27,3.26,95,13560,0
2024-01-01 18:35:00,-78,40,3.17,76,13620,0
2024-01-01 18:40:00,-72,44,3.1,144,13680,0
2024-01-01 18:45:00,-64,42,3.14,100,13740,0
2024-01-01 18:50:00,-69,34,2.96,148,13800,0
2024-01-01 18:55:00,-75,38,3.04,69,13860,0
2024-01-01 19:00:00,-73,35,2.98,129,13920,0
2024-01-01 19:05:00,-66,33,3.28,144,13980,0
2024-01-01 19:10:00,-73,42,3.08,120,14040,0
2024-01-01 19:15:00,-68,32,2.84,67,14100,0
2024-01-01 19:20:00,-69,33,2.96,57,14160,0
2024-01-01 19:25:00,-73,32,2.46,76,14220,1
2024-01-01 19:30:00,-59,30,3.0,63,14280,0
2024-01-01 19:35:00,-66,38,3.11,67,14340,0
2024-01-01 19:40:00,-80,43,3.07,114,14400,0
2024-01-01 19:45:00,-69,37,3.5,80,14460,0
2024-01-01 19:50:00,-73,30,3.21,69,14520,0
2024-01-01 19:55:00,-65,42,3.21,119,14580,0
2024-01-01 20:00:00,-73,46,2.77,94,14640,0
2024-01-01 20:05:00,-70,34,3.03,50,14700,0
2024-01-01 20:10:00,-67,35,3.0,68,14760,0
2024-01-01 20:15:00,-65,40,2.94,88,14820,0
2024-01-01 20:20:00,-76,46,2.94,76,14880,1
2024-01-01 20:25:00,-71,35,2.74,105,14940,0
2024-01-01 20:30:00,-72,31,2.84,65,15000,1
2024-01-01 20:35:00,-73,41,3.27,127,15060,0
2024-01-01 20:40:00,-61,41,3.07,147,15120,0
2024-01-01 20:45:00,-67,38,3.0,56,15180,0
2024-01-01 20:50:00,-76,35,3.1,69,15240,0
2024-01-01 20:55:00,-65,42,3.33,80,15300,0
2024-01-01 21:00:00,-59,40,3.1,135,15360,0
2024-01-01 21:05:00,-64,34,3.21,133,15420,0
2024-01-01 21:10:00,-77,38,2.93,128,15480,0
2024-01-01 21:15:00,-72,31,2.98,74,15540,0
2024-01-01 21:20:00,-63,41,3.17,50,15600,0
2024-01-01 21:25:00,-73,36,3.48,66,15660,0
2024-01-01 21:30:00,-67,35,3.39,129,15720,0
2024-01-01 21:35:00,-66,37,3.22,134,15780,0
2024-01-01 21:40:00,-74,38,3.13,76,15840,0
2024-01-01 21:45:00,-70,42,3.38,148,15900,0
2024-01-01 21:50:00,-86,40,3.26,73,15960,0
2024-01-01 21:55:00,-75,37,2.64,111,16020,0
2024-01-01 22:00:00,-71,41,2.89,101,16080,0
2024-01-01 22:05:00,-76,40,3.17,100,16140,0
2024-01-01 22:10:00,-61,35,2.74,115,16200,1
2024-01-01 22:15:00,-77,37,2.92,106,16260,0
2024-01-01 22:20:00,-72,37,2.96,104,16320,0
2024-01-01 22:25:00,-69,40,3.05,102,16380,0
2024-01-01 22:30:00,-62,36,3.04,138,16440,0
2024-01-01 22:35:00,-77,36,3.04,68,16500,1
2024-01-01 22:40:00,-64,47,3.27,62,16560,1
2024-01-01 22:45:00,-69,42,3.05,78,16620,0
2024-01-01 22:50:00,-74,34,3.02,145,16680,0
2024-01-01 22:55:00,-67,40,2.83,55,16740,1
2024-01-01 23:00:00,-69,38,3.3,122,16800,0
2024-01-01 23:05:00,-73,39,2.97,50,16860,0
2024-01-01 23:10:00,-69,38,2.88,73,16920,1
2024-01-01 23:15:00,-71,43,3.14,123,16980,0
2024-01-01 23:20:00,-69,39,2.95,148,17040,0
2024-01-01 23:25:00,-66,37,2.99,55,17100,0
2024-01-01 23:30:00,-62,43,3.15,97,17160,0
2024-01-01 23:35:00,-76,39,3.03,69,17220,1
2024-01-01 23:40:00,-59,38,3.56,125,17280,0
2024-01-01 23:45:00,-79,39,3.09,116,17340,0
2024-01-01 23:50:00,-70,37,3.22,104,17400,0
2024-01-01 23:55:00,-67,38,2.71,67,17460,0
2024-01-02 00:00:00,-68,35,2.93,70,17520,0
2024-01-02 00:05:00,-73,34,2.88,148,17580,0
2024-01-02 00:10:00,-71,33,2.91,113,17640,0
2024-01-02 00:15:00,-72,31,3.18,86,17700,0
2024-01-02 00:20:00,-72,33,3.31,68,17760,0
2024-01-02 00:25:00,-65,37,3.17,138,17820,0
2024-01-02 00:30:00,-68,38,3.05,105,17880,0
2024-01-02 00:35:00,-73,36,2.97,111,17940,0
2024-01-02 00:40:00,-65,26,3.32,67,18000,0
2024-01-02 00:45:00,-68,45,3.51,79,18060,0
2024-01-02 00:50:00,-65,43,3.13,105,18120,0
2024-01-02 00:55:00,-66,40,3.29,91,18180,0
2024-01-02 01:00:00,-74,47,3.17,102,18240,0
2024-01-02 01:05:00,-72,33,3.25,147,18300,0
2024-01-02 01:10:00,-66,47,2.87,123,18360,0
2024-01-02 01:15:00,-66,33,3.0,135,18420,0
2024-01-02 01:20:00,-70,39,3.18,99,18480,0
2024-01-02 01:25:00,-69,31,3.34,53,18540,0
2024-01-02 01:30:00,-63,38,2.94,112,18600,0
2024-01-02 01:35:00,-72,39,2.69,116,18660,0
2024-01-02 01:40:00,-67,37,3.0,105,18720,0
2024-01-02 01:45:00,-71,41,3.3,98,18780,0
2024-01-02 01:50:00,-71,38,2.78,141,18840,0
2024-01-02 01:55:00,-64,35,2.86,71,18900,1
2024-01-02 02:00:00,-65,35,3.13,61,18960,0
2024-01-02 02:05:00,-65,42,3.08,98,19020,0
2024-01-02 02:10:00,-63,34,3.22,62,19080,0
2024-01-02 02:15:00,-69,42,2.85,82,19140,0
2024-01-02 02:20:00,-66,44,3.04,96,19200,0
2024-01-02 02:25:00,-71,29,3.34,113,19260,0
2024-01-02 02:30:00,-68,43,2.86,132,19320,0
2024-01-02 02:35:00,-70,48,3.4,66,19380,0
2024-01-02 02:40:00,-69,39,2.89,83,19440,1
2024-01-02 02:45:00,-67,40,3.27,117,19500,0
2024-01-02 02:50:00,-74,43,3.03,88,19560,0
2024-01-02 02:55:00,-59,36,2.87,121,19620,0
2024-01-02 03:00:00,-75,38,3.0,146,19680,0
2024-01-02 03:05:00,-76,31,3.21,50,19740,0
2024-01-02 03:10:00,-64,38,3.1,54,19800,0
2024-01-02 03:15:00,-66,40,3.32,145,19860,0
2024-01-02 03:20:00,-66,40,3.39,89,19920,0
2024-01-02 03:25:00,-66,43,2.86,112,19980,0
2024-01-02 03:30:00,-70,34,2.85,50,20040,0
2024-01-02 03:35:00,-74,35,2.84,84,20100,0
2024-01-02 03:40:00,-69,47,2.92,135,20160,0
2024-01-02 03:45:00,-73,37,3.32,142,20220,0
2024-01-02 03:50:00,-65,39,3.21,66,20280,0
2024-01-02 03:55:00,-70,37,2.99,143,20340,0
2024-01-02 04:00:00,-74,33,3.1,148,20400,0
2024-01-02 04:05:00,-71,46,3.38,109,20460,0
2024-01-02 04:10:00,-67,35,3.48,50,20520,0
2024-01-02 04:15:00,-72,32,3.15,53,20580,0
2024-01-02 04:20:00,-74,35,2.57,58,20640,1
2024-01-02 04:25:00,-68,27,3.16,94,20700,0
2024-01-02 04:30:00,-68,34,3.29,81,20760,0
2024-01-02 04:35:00,-72,33,3.14,118,20820,0
2024-01-02 04:40:00,-72,41,3.25,63,20880,0
2024-01-02 04:45:00,-68,34,3.17,100,20940,0
2024-01-02 04:50:00,-77,42,2.85,139,21000,1
2024-01-02 04:55:00,-77,44,2.92,72,21060,0
2024-01-02 05:00:00,-73,41,3.04,95,21120,0
2024-01-02 05:05:00,-71,36,3.31,135,21180,0
2024-01-02 05:10:00,-68,38,2.95,76,21240,0
2024-01-02 05:15:00,-62,30,3.19,138,21300,0
2024-01-02 05:20:00,-65,37,3.16,85,21360,0
2024-01-02 05:25:00,-70,33,3.42,117,21420,0
2024-01-02 05:30:00,-70,41,3.09,81,21480,0
2024-01-02 05:35:00,-75,50,2.75,122,21540,1
2024-01-02 05:40:00,-70,40,3.23,115,21600,0
2024-01-02 05:45:00,-71,28,3.53,91,21660,0
2024-01-02 05:50:00,-68,36,3.24,99,21720,0
2024-01-02 05:55:00,-74,38,2.94,106,21780,0
2024-01-02 06:00:00,-67,38,2.88,113,21840,0
2024-01-02 06:05:00,-62,34,2.91,95,21900,0
2024-01-02 06:10:00,-70,39,3.5,138,21960,0
2024-01-02 06:15:00,-67,31,3.03,123,22020,0
2024-01-02 06:20:00,-66,33,2.97,138,22080,0
2024-01-02 06:25:00,-72,41,3.07,103,22140,0
2024-01-02 06:30:00,-68,32,3.04,102,22200,0
2024-01-02 06:35:00,-69,40,3.41,78,22260,0
2024-01-02 06:40:00,-69,31,2.9,86,22320,0
2024-01-02 06:45:00,-73,46,3.34,118,22380,0
2024-01-02 06:50:00,-69,34,3.12,63,22440,0
2024-01-02 06:55:00,-67,36,3.34,146,22500,0
2024-01-02 07:00:00,-62,39,3.42,76,22560,0
2024-01-02 07:05:00,-65,35,3.12,54,22620,0
2024-01-02 07:10:00,-59,38,3.04,93,22680,0
2024-01-02 07:15:00,-73,40,3.11,64,22740,0
2024-01-02 07:20:00,-65,42,3.08,116,22800,0
2024-01-02 07:25:00,-69,41,2.77,50,22860,0
2024-01-02 07:30:00,-59,37,3.41,73,22920,0
2024-01-02 07:35:00,-74,37,3.15,125,22980,0
2024-01-02 07:40:00,-74,49,2.87,111,23040,0
2024-01-02 07:45:00,-72,42,2.69,127,23100,0
2024-01-02 07:50:00,-80,33,2.63,106,23160,0
2024-01-02 07:55:00,-72,38,3.25,69,23220,0
2024-01-02 08:00:00,-73,36,2.98,107,23280,0
2024-01-02 08:05:00,-69,37,3.01,63,23340,0
2024-01-02 08:10:00,-68,31,3.2,127,23400,0
2024-01-02 08:15:00,-60,35,3.0,102,23460,0
2024-01-02 08:20:00,-65,47,3.21,84,23520,1
2024-01-02 08:25:00,-72,40,3.12,111,23580,0
2024-01-02 08:30:00,-74,25,3.08,110,23640,0
2024-01-02 08:35:00,-67,44,2.79,68,23700,0
2024-01-02 08:40:00,-76,43,2.94,133,23760,0
2024-01-02 08:45:00,-60,36,3.22,91,23820,0
2024-01-02 08:50:00,-64,41,2.96,93,23880,0
2024-01-02 08:55:00,-72,33,3.34,136,23940,0
2024-01-02 09:00:00,-78,35,3.57,147,24000,0
2024-01-02 09:05:00,-63,45,3.23,50,24060,0
2024-01-02 09:10:00,-70,36,3.4,117,24120,0
2024-01-02 09:15:00,-63,28,3.24,130,24180,0
2024-01-02 09:20:00,-77,37,2.99,139,24240,1
2024-01-02 09:25:00,-72,37,3.14,127,24300,0
2024-01-02 09:30:00,-69,43,3.5,95,24360,0
2024-01-02 09:35:00,-69,38,3.0,100,24420,0
2024-01-02 09:40:00,-72,35,2.89,81,24480,1
2024-01-02 09:45:00,-66,43,2.87,149,24540,0
2024-01-02 09:50:00,-75,38,3.06,133,24600,0
2024-01-02 09:55:00,-70,34,2.9,129,24660,0
2024-01-02 10:00:00,-69,43,3.43,68,24720,0
2024-01-02 10:05:00,-67,38,3.14,88,24780,0
2024-01-02 10:10:00,-66,38,3.29,137,24840,0
2024-01-02 10:15:00,-75,38,3.04,63,24900,0
2024-01-02 10:20:00,-77,32,2.87,78,24960,1
2024-01-02 10:25:00,-63,35,2.84,91,25020,0
2024-01-02 10:30:00,-68,38,2.92,63,25080,0
2024-01-02 10:35:00,-73,37,3.17,60,25140,0
2024-01-02 10:40:00,-62,44,3.2,124,25200,0
2024-01-02 10:45:00,-69,39,3.22,96,25260,0
2024-01-02 10:50:00,-64,42,2.8,73,25320,1
2024-01-02 10:55:00,-69,38,3.1,71,25380,0
2024-01-02 11:00:00,-59,43,2.89,98,25440,0
2024-01-02 11:05:00,-61,39,3.18,104,25500,0
2024-01-02 11:10:00,-71,38,3.2,104,25560,0
2024-01-02 11:15:00,-65,37,2.87,134,25620,1
2024-01-02 11:20:00,-66,33,3.29,119,25680,0
2024-01-02 11:25:00,-63,40,3.57,127,25740,0
2024-01-02 11:30:00,-74,37,3.27,122,25800,0
2024-01-02 11:35:00,-66,35,3.07,84,25860,0
2024-01-02 11:40:00,-64,43,3.04,93,25920,0
2024-01-02 11:45:00,-78,31,3.06,85,25980,0
2024-01-02 11:50:00,-75,35,2.95,138,26040,0
2024-01-02 11:55:00,-80,43,3.15,64,26100,0
2024-01-02 12:00:00,-71,39,2.87,94,26160,0
2024-01-02 12:05:00,-66,37,2.72,111,26220,1
2024-01-02 12:10:00,-62,39,3.14,141,26280,0
2024-01-02 12:15:00,-69,38,3.1,99,26340,0
2024-01-02 12:20:00,-61,30,2.99,127,26400,0
2024-01-02 12:25:00,-76,36,2.84,62,26460,0
2024-01-02 12:30:00,-78,46,3.16,80,26520,1
2024-01-02 12:35:00,-70,34,2.9,54,26580,0
2024-01-02 12:40:00,-68,36,3.07,132,26640,0
2024-01-02 12:45:00,-70,35,3.45,57,26700,0
2024-01-02 12:50:00,-80,37,3.23,62,26760,0
2024-01-02 12:55:00,-70,35,2.83,90,26820,1
2024-01-02 13:00:00,-76,40,2.85,66,26880,1
2024-01-02 13:05:00,-66,38,3.13,81,26940,0
2024-01-02 13:10:00,-68,41,2.82,54,27000,0
2024-01-02 13:15:00,-74,32,2.7,58,27060,0
2024-01-02 13:20:00,-72,36,3.21,83,27120,0
2024-01-02 13:25:00,-75,36,3.16,50,27180,0
2024-01-02 13:30:00,-70,40,3.19,89,27240,0
2024-01-02 13:35:00,-65,34,3.15,128,27300,0
2024-01-02 13:40:00,-74,42,3.09,103,27360,0
2024-01-02 13:45:00,-67,43,2.97,81,27420,0
2024-01-02 13:50:00,-72,33,3.2,147,27480,0
2024-01-02 13:55:00,-73,35,3.41,148,27540,0
2024-01-02 14:00:00,-70,35,3.0,99,27600,0
2024-01-02 14:05:00,-75,51,2.9,108,27660,0
2024-01-02 14:10:00,-72,35,2.87,141,27720,1
2024-01-02 14:15:00,-75,46,2.93,130,27780,0
2024-01-02 14:20:00,-60,31,3.14,111,27840,0
2024-01-02 14:25:00,-69,33,2.67,60,27900,0
2024-01-02 14:30:00,-73,34,3.19,72,27960,0
2024-01-02 14:35:00,-68,33,3.23,75,28020,0
2024-01-02 14:40:00,-70,36,2.74,112,28080,0
2024-01-02 14:45:00,-71,34,2.9,95,28140,0
2024-01-02 14:50:00,-66,33,3.12,118,28200,0
2024-01-02 14:55:00,-66,43,3.07,139,28260,0
2024-01-02 15:00:00,-72,44,3.2,55,28320,0
2024-01-02 15:05:00,-72,42,3.07,100,28380,0
2024-01-02 15:10:00,-71,40,3.35,92,28440,0
2024-01-02 15:15:00,-81,38,3.04,147,28500,1
2024-01-02 15:20:00,-77,35,2.9,91,28560,0
2024-01-02 15:25:00,-63,33,2.89,62,28620,0
2024-01-02 15:30:00,-61,39,3.25,74,28680,0
2024-01-02 15:35:00,-71,32,3.11,51,28740,0
2024-01-02 15:40:00,-67,33,3.23,63,28800,0
2024-01-02 15:45:00,-68,43,3.22,66,28860,0
2024-01-02 15:50:00,-54,47,2.7,89,28920,1
2024-01-02 15:55:00,-64,39,2.87,88,28980,0
2024-01-02 16:00:00,-70,43,2.9,74,29040,0
